"GeoFIPS","GeoName","Region","ComponentId","ComponentName","IndustryId","IndustryClassification","Description","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","1","...","All industry total",4939,5708,5543,5730,6161,6671,6937,7267,6593,6568,6717,6765,7107
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","2","..."," Private industries",3936,4648,4435,4552,4933,5324,5484,5725,5013,5040,5210,5281,5611
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","3","11","  Agriculture, forestry, fishing, and hunting",10,9,8,"(D)","(D)",15,6,11,8,5,8,7,9
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","4","111-112","   Farms",9,8,7,6,6,14,4,9,6,3,5,4,"(NA)"
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","5","113-115","   Forestry, fishing, and related activities",2,1,1,"(D)","(D)",2,2,2,2,2,3,3,"(NA)"
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","6","21","  Mining",110,120,157,"(D)","(D)",325,281,566,"(D)",230,325,281,302
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","7","211","   Oil and gas extraction","(D)","(D)","(D)","(D)","(D)",303,259,544,"(D)",219,"(D)",269,"(NA)"
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","8","212","   Mining, except oil and gas",4,4,3,4,4,14,15,13,10,9,9,10,"(NA)"
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","9","213","   Support activities for mining","(D)","(D)","(D)","(D)",5,8,7,10,"(D)",2,"(D)",2,"(NA)"
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","10","22","  Utilities",24,27,28,32,25,29,29,27,37,40,41,34,36
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","11","23","  Construction",281,308,327,359,391,431,441,350,268,236,222,233,256
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","12","31-33","  Manufacturing",99,101,136,168,149,136,136,92,72,81,81,93,99
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","13","...","   Durable goods manufacturing",64,64,99,132,105,"(D)","(D)",43,29,36,36,42,48
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","14","321","    Wood products manufacturing",3,3,5,5,6,6,5,5,4,3,2,2,"(NA)"
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","15","327","    Nonmetallic mineral products manufacturing",3,3,4,5,9,11,9,4,3,2,2,2,"(NA)"
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","16","331","    Primary metals manufacturing",3,2,3,3,2,2,2,1,1,1,"(D)","(D)","(NA)"
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","17","332","    Fabricated metal products",12,12,13,14,13,10,9,6,5,7,3,4,"(NA)"
"42140","Santa Fe, NM (Metropolitan Statistical Area)"," ","200","GDP by Metropolitan Area (millions of current dollars)","18","333","    Machinery manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(L)","(NA)"
